tariff_code,description,import_duty,import_excise,import_vagst,export_duty,unit,sitc_code,hierarchy_level,level_name,has_tax_info,page_number,extraction_method
5402.49,00 - - Other     kg 65163,8%,Free,15%,Free,,,2,00 - - Other     kg 65163,True,302,text
5402.51,00 - - Of nylon or other polyamides     kg 65164,8%,Free,15%,Free,,,2,00 - - Of nylon or other polyamides     kg 65164,True,302,text
5402.52,00 - - Of polyesters     kg 65164,8%,Free,15%,Free,,,2,00 - - Of polyesters     kg 65164,True,302,text
5402.53,00 - - Of polypropylene     kg 65164,8%,Free,15%,Free,,,2,00 - - Of polypropylene     kg 65164,True,302,text
5402.59,00 - - Other     kg 65164,8%,Free,15%,Free,,,2,00 - - Other     kg 65164,True,302,text
5402.61,00 - - Of nylon or other polyamides     kg 65169,8%,Free,15%,Free,,,2,00 - - Of nylon or other polyamides     kg 65169,True,302,text
5402.62,00 - - Of polyesters     kg 65169,8%,Free,15%,Free,,,2,00 - - Of polyesters     kg 65169,True,302,text
5402.63,00 - - Of polypropylene     kg 65169,8%,Free,15%,Free,,,2,00 - - Of polypropylene     kg 65169,True,302,text
5402.69,00 - - Other     kg 65169,8%,Free,15%,Free,,,2,00 - - Other     kg 65169,True,302,text
54.03,54.03 Artificial filament yarn (other than,,,,,,,2,54.03 Artificial filament yarn (other than,False,302,text
5403.10,00 - High tenacity yarn of viscose     kg 65174,8%,Free,15%,Free,,,2,00 - High tenacity yarn of viscose     kg 65174,True,303,text
5403.31,"00 - - Of viscose rayon, untwisted     kg 65174",8%,Free,15%,Free,,,2,"00 - - Of viscose rayon, untwisted     kg 65174",True,303,text
5403.32,"00 - - Of viscose rayon, with a     kg 65175",8%,Free,15%,Free,,,2,"00 - - Of viscose rayon, with a     kg 65175",True,303,text
5403.33,00 - - Of cellulose acetate     kg 65175,8%,Free,15%,Free,,,2,00 - - Of cellulose acetate     kg 65175,True,303,text
5403.39,00 - - Other     kg 65175,8%,Free,15%,Free,,,2,00 - - Other     kg 65175,True,303,text
5403.41,00 - - Of viscose rayon     kg 65176,8%,Free,15%,Free,,,2,00 - - Of viscose rayon     kg 65176,True,303,text
5403.42,00 - - Of cellulose acetate     kg 65176,8%,Free,15%,Free,,,2,00 - - Of cellulose acetate     kg 65176,True,303,text
5403.49,00 - - Other     kg 65176,8%,Free,15%,Free,,,2,00 - - Other     kg 65176,True,303,text
54.04,54.04 Synthetic monofilament of,,,,,,,2,54.04 Synthetic monofilament of,False,303,text
5404.11,00 - - Elastomeric     kg 65188,8%,Free,15%,Free,,,2,00 - - Elastomeric     kg 65188,True,303,text
5404.12,"00 - - Other, of polypropylene     kg 65188",8%,Free,15%,Free,,,2,"00 - - Other, of polypropylene     kg 65188",True,303,text
5404.19,10 ---Fishing line     kg 65188,8%,Free,15%,Free,,,2,10 ---Fishing line     kg 65188,True,303,text
5404.19,90 ---Other     kg 65188,8%,Free,15%,Free,,,2,90 ---Other     kg 65188,True,303,text
5404.90,00 - Other     kg 65188,8%,Free,15%,Free,,,2,00 - Other     kg 65188,True,303,text
5405.00,00 Artificial monofilament of 67     kg 65177,8%,Free,15%,Free,,,2,00 Artificial monofilament of 67     kg 65177,True,303,text
5406.00,00 Man-made filament yarn (other     kg 65161,8%,Free,15%,Free,,,2,00 Man-made filament yarn (other     kg 65161,True,304,text
54.07,54.07 Woven fabrics of synthetic,,,,,,,2,54.07 Woven fabrics of synthetic,False,304,text
5407.10,00 - Woven fabrics obtained from     m2 65311,8%,Free,15%,Free,,,2,00 - Woven fabrics obtained from     m2 65311,True,304,text
5407.20,00 - Woven fabrics obtained from strip     m2 65312,8%,Free,15%,Free,,,2,00 - Woven fabrics obtained from strip     m2 65312,True,304,text
5407.30,00 - Fabrics specified in Note 9 to     m2 65313,8%,Free,15%,Free,,,2,00 - Fabrics specified in Note 9 to     m2 65313,True,304,text
5407.41,00 - - Unbleached or bleached     m2 65314,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65314,True,304,text
5407.42,00 - - Dyed     m2 65314,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65314,True,304,text
5407.43,00 - - Of yarns of different colours     m2 65314,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65314,True,304,text
5407.44,00 - - Printed     m2 65314,8%,Free,15%,Free,,,2,00 - - Printed     m2 65314,True,304,text
5407.51,00 - - Unbleached or bleached     m2 65315,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65315,True,304,text
5407.52,00 - - Dyed     m2 65315,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65315,True,304,text
5407.53,00 - - Of yarns of different colours     m2 65315,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65315,True,304,text
5407.54,00 - - Printed     m2 65315,8%,Free,15%,Free,,,2,00 - - Printed     m2 65315,True,304,text
5407.61,00 - - Containing 85 % or more by     m2 65316,8%,Free,15%,Free,,,2,00 - - Containing 85 % or more by     m2 65316,True,304,text
5407.69,00 - - Other     m2 65316,8%,Free,15%,Free,,,2,00 - - Other     m2 65316,True,304,text
5407.71,00 - - Unbleached or bleached     m2 65316,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65316,True,304,text
5407.72,00 - - Dyed     m2 65316,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65316,True,304,text
5407.73,00 - - Of yarns of different colours     m2 65316,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65316,True,305,text
5407.74,00 - - Printed     m2 65316,8%,Free,15%,Free,,,2,00 - - Printed     m2 65316,True,305,text
5407.81,00 - - Unbleached or bleached     m2 65318,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65318,True,305,text
5407.82,00 - - Dyed     m2 65318,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65318,True,305,text
5407.83,00 - - Of yarns of different colours     m2 65318,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65318,True,305,text
5407.84,00 - - Printed     m2 65318,8%,Free,15%,Free,,,2,00 - - Printed     m2 65318,True,305,text
5407.91,00 - - Unbleached or bleached     m2 65319,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65319,True,305,text
5407.92,00 - - Dyed     m2 65319,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65319,True,305,text
5407.93,00 - - Of yarns of different colours     m2 65319,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65319,True,305,text
5407.94,00 - - Printed     m2 65319,8%,Free,15%,Free,,,2,00 - - Printed     m2 65319,True,305,text
54.08,54.08 Woven fabrics of artificial filament,,,,,,,2,54.08 Woven fabrics of artificial filament,False,305,text
5408.10,00 - Woven fabrics obtained from high     m2 65351,8%,Free,15%,Free,,,2,00 - Woven fabrics obtained from high     m2 65351,True,305,text
5408.21,00 - - Unbleached or bleached     m2 65352,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65352,True,305,text
5408.22,00 - - Dyed     m2 65352,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65352,True,305,text
5408.23,00 - - Of yarns of different colours     m2 65352,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65352,True,305,text
5408.24,00 - - Printed     m2 65352,8%,Free,15%,Free,,,2,00 - - Printed     m2 65352,True,305,text
5408.31,00 - - Unbleached or bleached     m2 65359,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65359,True,305,text
5408.32,00 - - Dyed     m2 65359,8%,Free,15%,Free,,,2,00 - - Dyed     m2 65359,True,305,text
5408.33,00 - - Of yarns of different colours     m2 65359,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     m2 65359,True,305,text
5408.34,00 - - Printed     m2 65359,8%,Free,15%,Free,,,2,00 - - Printed     m2 65359,True,305,text
55.01,55.01 Synthetic filament tow.,,,,,,,2,55.01 Synthetic filament tow.,False,306,text
5501.10,00 - Of nylon or other polyamides     - 26661,8%,Free,15%,Free,,,2,00 - Of nylon or other polyamides     - 26661,True,306,text
5501.20,00 - Of polyesters     - 26662,8%,Free,15%,Free,,,2,00 - Of polyesters     - 26662,True,306,text
5501.30,00 - Acrylic or modacrylic     - 26663,8%,Free,15%,Free,,,2,00 - Acrylic or modacrylic     - 26663,True,306,text
5501.40,00 - Of polypropylene     - 26664,8%,Free,15%,Free,,,2,00 - Of polypropylene     - 26664,True,306,text
5501.90,00 - Other     - 26669,8%,Free,15%,Free,,,2,00 - Other     - 26669,True,306,text
55.02,55.02 Artificial filament tow.,,,,,,,2,55.02 Artificial filament tow.,False,306,text
5502.10,00 -Of cellulose acetate     - 26661,8%,Free,15%,Free,,,2,00 -Of cellulose acetate     - 26661,True,306,text
5502.90,00 -Other     - 26662,8%,Free,15%,Free,,,2,00 -Other     - 26662,True,306,text
55.03,"55.03 Synthetic staple fibres, not",,,,,,,2,"55.03 Synthetic staple fibres, not",False,306,text
5503.11,00 - - Of aramids     - 26651,8%,Free,15%,Free,,,2,00 - - Of aramids     - 26651,True,306,text
5503.19,00 - - Other     - 26651,8%,Free,15%,Free,,,2,00 - - Other     - 26651,True,306,text
5503.20,00 - Of polyesters     - 26652,8%,Free,15%,Free,,,2,00 - Of polyesters     - 26652,True,306,text
5503.30,00 - Acrylic or modacrylic     - 26653,8%,Free,15%,Free,,,2,00 - Acrylic or modacrylic     - 26653,True,306,text
5503.40,00 - Of polypropylene     - 26659,8%,Free,15%,Free,,,2,00 - Of polypropylene     - 26659,True,306,text
5503.90,00 - Other     - 26659,8%,Free,15%,Free,,,2,00 - Other     - 26659,True,307,text
55.04,"55.04 Artificial staple fibres, not",,,,,,,2,"55.04 Artificial staple fibres, not",False,307,text
5504.10,00 - Of viscose rayon     - 26711,8%,Free,15%,Free,,,2,00 - Of viscose rayon     - 26711,True,307,text
5504.90,00 - Other     - 26711,8%,Free,15%,Free,,,2,00 - Other     - 26711,True,307,text
55.05,"55.05 Waste (including noils, yarn",,,,,,,2,"55.05 Waste (including noils, yarn",False,307,text
5505.10,00 - Of synthetic fibres     - 26721,8%,Free,15%,Free,,,2,00 - Of synthetic fibres     - 26721,True,307,text
5505.20,00 - Of artificial fibres     - 26722,8%,Free,15%,Free,,,2,00 - Of artificial fibres     - 26722,True,307,text
55.06,"55.06 Synthetic staple fibres, carded,",,,,,,,2,"55.06 Synthetic staple fibres, carded,",False,307,text
5506.10,00 - Of nylon or other polyamides     - 26671,8%,Free,15%,Free,,,2,00 - Of nylon or other polyamides     - 26671,True,307,text
5506.20,00 - Of polyesters     - 26672,8%,Free,15%,Free,,,2,00 - Of polyesters     - 26672,True,307,text
5506.30,00 - Acrylic or modacrylic     - 26673,8%,Free,15%,Free,,,2,00 - Acrylic or modacrylic     - 26673,True,307,text
5506.40,00 -Of polypropylene     -,8%,Free,15%,Free,,,2,00 -Of polypropylene     -,True,307,text
5506.90,00 - Other     - 26679,8%,Free,15%,Free,,,2,00 - Other     - 26679,True,307,text
5507.00,"00 Artificial staple fibres, carded,     kg 26713",8%,Free,15%,Free,,,2,"00 Artificial staple fibres, carded,     kg 26713",True,307,text
55.08,55.08 Sewing thread of man-made staple,,,,,,,2,55.08 Sewing thread of man-made staple,False,307,text
5508.10,00 - Of synthetic staple fibres     kg 65143,8%,Free,15%,Free,,,2,00 - Of synthetic staple fibres     kg 65143,True,307,text
5508.20,00 - Of artificial staple fibres     kg 65144,8%,Free,15%,Free,,,2,00 - Of artificial staple fibres     kg 65144,True,307,text
55.09,55.09 Yarn (other than sewing thread) of,,,,,,,2,55.09 Yarn (other than sewing thread) of,False,307,text
5509.11,00 - - Single yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Single yarn     kg 65182,True,307,text
5509.12,00 - - Multiple (folded) or cabled yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Multiple (folded) or cabled yarn     kg 65182,True,307,text
5509.21,00 - - Single yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Single yarn     kg 65182,True,307,text
5509.22,00 - - Multiple (folded) or cabled yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Multiple (folded) or cabled yarn     kg 65182,True,307,text
5509.31,00 - - Single yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Single yarn     kg 65182,True,308,text
5509.32,00 - - Multiple (folded) or cabled yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Multiple (folded) or cabled yarn     kg 65182,True,308,text
5509.41,00 - - Single yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Single yarn     kg 65182,True,308,text
5509.42,00 - - Multiple (folded) or cabled yarn     kg 65182,8%,Free,15%,Free,,,2,00 - - Multiple (folded) or cabled yarn     kg 65182,True,308,text
5509.51,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.52,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.53,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.59,00 - - Other     kg 65184,8%,Free,15%,Free,,,2,00 - - Other     kg 65184,True,308,text
5509.61,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.62,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.69,00 - - Other     kg 65184,8%,Free,15%,Free,,,2,00 - - Other     kg 65184,True,308,text
5509.91,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.92,00 - - Mixed mainly or solely with     kg 65184,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     kg 65184,True,308,text
5509.99,00 - - Other     kg 65184,8%,Free,15%,Free,,,2,00 - - Other     kg 65184,True,308,text
55.10,55.10. Yarn (other than sewing thread) of,,,,,,,2,55.10. Yarn (other than sewing thread) of,False,308,text
5510.11,00 - - Single yarn     kg 65186,8%,Free,15%,Free,,,2,00 - - Single yarn     kg 65186,True,308,text
5510.12,00 - - Multiple (folded) or cabled yarn     kg 65186,8%,Free,15%,Free,,,2,00 - - Multiple (folded) or cabled yarn     kg 65186,True,308,text
5510.20,"00 - Other yarn, mixed mainly or     kg 65187",8%,Free,15%,Free,,,2,"00 - Other yarn, mixed mainly or     kg 65187",True,309,text
5510.30,"00 - Other yarn, mixed mainly or     kg 65187",8%,Free,15%,Free,,,2,"00 - Other yarn, mixed mainly or     kg 65187",True,309,text
5510.90,00 - Other yarn     kg 65187,8%,Free,15%,Free,,,2,00 - Other yarn     kg 65187,True,309,text
55.11,55.11 Yarn (other than sewing thread) of,,,,,,,2,55.11 Yarn (other than sewing thread) of,False,309,text
5511.10,"00 - Of synthetic staple fibres,     kg 65181",8%,Free,15%,Free,,,2,"00 - Of synthetic staple fibres,     kg 65181",True,309,text
5511.20,"00 - Of synthetic staple fibres,     kg 65183",8%,Free,15%,Free,,,2,"00 - Of synthetic staple fibres,     kg 65183",True,309,text
5511.30,00 - Of artificial staple fibres     kg 65185,8%,Free,15%,Free,,,2,00 - Of artificial staple fibres     kg 65185,True,309,text
55.12,55.12 Woven fabrics of synthetic staple,,,,,,,2,55.12 Woven fabrics of synthetic staple,False,309,text
5512.11,00 - - Unbleached or bleached     m2 65321,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65321,True,309,text
5512.19,00 - - Other     m2 65321,8%,Free,15%,Free,,,2,00 - - Other     m2 65321,True,309,text
5512.21,00 - - Unbleached or bleached     m2 65325,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65325,True,309,text
5512.29,00 - - Other     m2 65325,8%,Free,15%,Free,,,2,00 - - Other     m2 65325,True,309,text
5512.91,00 - - Unbleached or bleached     m2 65329,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     m2 65329,True,309,text
5512.99,00 - - Other     m2 65329,8%,Free,15%,Free,,,2,00 - - Other     m2 65329,True,309,text
55.13,55.13 Woven fabrics of synthetic staple,,,,,,,2,55.13 Woven fabrics of synthetic staple,False,309,text
5513.11,"00 - - Of polyester staple fibres, plain     m2 65331",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65331",True,309,text
5513.12,"00 - - 3-thread or 4-thread twill,     m2 65331",8%,Free,15%,Free,,,2,"00 - - 3-thread or 4-thread twill,     m2 65331",True,309,text
5513.13,00 - - Other woven fabrics of polyester     m2 65331,8%,Free,15%,Free,,,2,00 - - Other woven fabrics of polyester     m2 65331,True,310,text
5513.19,00 - - Other woven fabrics     m2 65332,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65332,True,310,text
5513.21,"00 - - Of polyester staple fibres, plain     m2 65331",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65331",True,310,text
5513.23,00 - - Other woven fabrics of polyester     m2 65331,8%,Free,15%,Free,,,2,00 - - Other woven fabrics of polyester     m2 65331,True,310,text
5513.29,00 - - Other woven fabrics     m2 65332,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65332,True,310,text
5513.31,"00 - - Of polyester staple fibres, plain     m2 65331",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65331",True,310,text
5513.39,00 - - Other woven fabrics     m2 65332,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65332,True,310,text
5513.41,"00 - - Of polyester staple fibres, plain     m2 65331",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65331",True,310,text
5513.49,00 - - Other woven fabrics     m2 65332,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65332,True,310,text
55.14,55.14 Woven fabrics of synthetic staple,,,,,,,2,55.14 Woven fabrics of synthetic staple,False,310,text
5514.11,"00 - - Of polyester staple fibres, plain     m2 65333",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65333",True,310,text
5514.12,"00 - - 3-thread or 4-thread twill,     m2 65333",8%,Free,15%,Free,,,2,"00 - - 3-thread or 4-thread twill,     m2 65333",True,310,text
5514.19,00 - - Other woven fabrics     m2 65334,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65334,True,310,text
5514.21,"00 - - Of polyester staple fibres, plain     m2 65333",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65333",True,310,text
5514.22,"00 - - 3-thread or 4-thread twill,     m2 65333",8%,Free,15%,Free,,,2,"00 - - 3-thread or 4-thread twill,     m2 65333",True,310,text
5514.23,00 - - Other woven fabrics of polyester     m2 65333,8%,Free,15%,Free,,,2,00 - - Other woven fabrics of polyester     m2 65333,True,310,text
5514.29,00 - - Other woven fabrics     m2 65334,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65334,True,310,text
5514.30,00 - Of yarns of different colours     m2 65333,8%,Free,15%,Free,,,2,00 - Of yarns of different colours     m2 65333,True,310,text
5514.41,"00 - - Of polyester staple fibres, plain     m2 65333",8%,Free,15%,Free,,,2,"00 - - Of polyester staple fibres, plain     m2 65333",True,311,text
5514.42,"00 - - 3-thread or 4-thread twill,     m2 65333",8%,Free,15%,Free,,,2,"00 - - 3-thread or 4-thread twill,     m2 65333",True,311,text
5514.43,00 - - Other woven fabrics of polyester     m2 65333,8%,Free,15%,Free,,,2,00 - - Other woven fabrics of polyester     m2 65333,True,311,text
5514.49,00 - - Other woven fabrics     m2 65334,8%,Free,15%,Free,,,2,00 - - Other woven fabrics     m2 65334,True,311,text
55.15,55.15 Other woven fabrics of synthetic,,,,,,,2,55.15 Other woven fabrics of synthetic,False,311,text
5515.11,00 - - Mixed mainly or solely with     - 65343,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     - 65343,True,311,text
5515.12,00 - - Mixed mainly or solely with     - 65342,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     - 65342,True,311,text
5515.13,00 - - Mixed mainly or solely with     - 65341,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     - 65341,True,311,text
5515.19,00 - - Other     - 65343,8%,Free,15%,Free,,,2,00 - - Other     - 65343,True,311,text
5515.21,00 - - Mixed mainly or solely with     - 65342,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     - 65342,True,311,text
5515.22,00 - -Mixed mainly or solely with     - 65341,8%,Free,15%,Free,,,2,00 - -Mixed mainly or solely with     - 65341,True,311,text
5515.29,00 - - Other     - 65343,8%,Free,15%,Free,,,2,00 - - Other     - 65343,True,311,text
5515.91,00 - - Mixed mainly or solely with     - 65342,8%,Free,15%,Free,,,2,00 - - Mixed mainly or solely with     - 65342,True,311,text
5515.99,00 - - Other     - 65343,8%,Free,15%,Free,,,2,00 - - Other     - 65343,True,311,text
55.16,55.16 Woven fabrics of artificial staple,,,,,,,2,55.16 Woven fabrics of artificial staple,False,311,text
5516.11,00 - - Unbleached or bleached     - 65360,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     - 65360,True,311,text
5516.12,00 - - Dyed     - 65360,8%,Free,15%,Free,,,2,00 - - Dyed     - 65360,True,311,text
5516.13,00 - - Of yarns of different colours     - 65360,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     - 65360,True,311,text
5516.14,00 - - Printed     - 65360,8%,Free,15%,Free,,,2,00 - - Printed     - 65360,True,312,text
5516.21,00 - - Unbleached or bleached     - 65383,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     - 65383,True,312,text
5516.22,00 - - Dyed     - 65383,8%,Free,15%,Free,,,2,00 - - Dyed     - 65383,True,312,text
5516.23,00 - - Of yarns of different colours     - 65383,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     - 65383,True,312,text
5516.24,00 - - Printed     - 65383,8%,Free,15%,Free,,,2,00 - - Printed     - 65383,True,312,text
5516.31,00 - - Unbleached or bleached     - 65382,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     - 65382,True,312,text
5516.32,00 - - Dyed     - 65382,8%,Free,15%,Free,,,2,00 - - Dyed     - 65382,True,312,text
5516.33,00 - - Of yarns of different colours     - 65382,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     - 65382,True,312,text
5516.34,00 - - Printed     - 65382,8%,Free,15%,Free,,,2,00 - - Printed     - 65382,True,312,text
5516.41,00 - -Unbleached or bleached     - 65381,8%,Free,15%,Free,,,2,00 - -Unbleached or bleached     - 65381,True,312,text
5516.42,00 - - Dyed     - 65381,8%,Free,15%,Free,,,2,00 - - Dyed     - 65381,True,312,text
5516.43,00 - - Of yarns of different colours     - 65381,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     - 65381,True,312,text
5516.44,00 - - Printed     - 65381,8%,Free,15%,Free,,,2,00 - - Printed     - 65381,True,312,text
5516.91,00 - - Unbleached or bleached     - 65389,8%,Free,15%,Free,,,2,00 - - Unbleached or bleached     - 65389,True,312,text
5516.92,00 - - Dyed     - 65389,8%,Free,15%,Free,,,2,00 - - Dyed     - 65389,True,312,text
5516.93,00 - - Of yarns of different colours     - 65389,8%,Free,15%,Free,,,2,00 - - Of yarns of different colours     - 65389,True,312,text
5516.94,00 - - Printed     - 65389,8%,Free,15%,Free,,,2,00 - - Printed     - 65389,True,312,text
96.19,96.19.,,,,,,,2,96.19.,False,313,text
56.01,56.01 Wadding of textile materials and,,,,,,,2,56.01 Wadding of textile materials and,False,313,text
5601.21,00 - - Of cotton     - 65771,8%,Free,15%,Free,,,2,00 - - Of cotton     - 65771,True,313,text
5601.22,00 - - Of man-made fibres     - 65771,8%,Free,15%,Free,,,2,00 - - Of man-made fibres     - 65771,True,313,text
5601.29,00 - - Other     - 65771,8%,Free,15%,Free,,,2,00 - - Other     - 65771,True,314,text
5601.30,00 - Textile flock and dust and mill     - 65571,8%,Free,15%,Free,,,2,00 - Textile flock and dust and mill     - 65571,True,314,text
56.02,"56.02 Felt, whether or not impregnated,",,,,,,,2,"56.02 Felt, whether or not impregnated,",False,314,text
5602.10,00 - Needleloom felt and stitch     - 65711,8%,Free,15%,Free,,,2,00 - Needleloom felt and stitch     - 65711,True,314,text
5602.21,00 - -Of wool or fine animal hair     - 65712,8%,Free,15%,Free,,,2,00 - -Of wool or fine animal hair     - 65712,True,314,text
5602.29,00 - -Of other textile materials     - 65712,8%,Free,15%,Free,,,2,00 - -Of other textile materials     - 65712,True,314,text
5602.90,00 - Other     - 65719,8%,Free,15%,Free,,,2,00 - Other     - 65719,True,314,text
56.03,"56.03 Nonwovens, whether or not",,,,,,,2,"56.03 Nonwovens, whether or not",False,314,text
5603.11,00 - - Weighing not more than 25     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing not more than 25     - 65720,True,314,text
5603.12,00 - - Weighing more than 25 g/m2     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing more than 25 g/m2     - 65720,True,314,text
5603.13,00 - - Weighing more than 70 g/m2     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing more than 70 g/m2     - 65720,True,314,text
5603.14,00 - - Weighing more than 150 g/m2     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing more than 150 g/m2     - 65720,True,314,text
5603.91,00 - - Weighing not more than 25     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing not more than 25     - 65720,True,314,text
5603.92,00 - - Weighing more than 25 g/m2     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing more than 25 g/m2     - 65720,True,314,text
5603.93,00 - - Weighing more than 70 g/m2     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing more than 70 g/m2     - 65720,True,314,text
5603.94,00 - - Weighing more than 150 g/m2     - 65720,8%,Free,15%,Free,,,2,00 - - Weighing more than 150 g/m2     - 65720,True,314,text
56.04,"56.04 Rubber thread and cord, textile",,,,,,,2,"56.04 Rubber thread and cord, textile",False,314,text
5604.10,"00 - Rubber thread and cord, textile     - 65781",8%,Free,15%,Free,,,2,"00 - Rubber thread and cord, textile     - 65781",True,314,text
5604.90,00 - Other     - 65789,8%,Free,15%,Free,,,2,00 - Other     - 65789,True,314,text
5605.00,"00 Metallised yarn, whether or not     - 65191",8%,Free,15%,Free,,,2,"00 Metallised yarn, whether or not     - 65191",True,315,text
5606.00,"00 Gimped yarn, and strip and the     - 65631",8%,Free,15%,Free,,,2,"00 Gimped yarn, and strip and the     - 65631",True,315,text
56.07,"56.07 Twine, cordage, ropes and cables,",,,,,,,2,"56.07 Twine, cordage, ropes and cables,",False,315,text
5607.21,00 - - Binder or baler twine     - 65751,8%,Free,15%,Free,,,2,00 - - Binder or baler twine     - 65751,True,315,text
5607.29,00 - - Other     - 65751,8%,Free,15%,Free,,,2,00 - - Other     - 65751,True,315,text
5607.41,00 - - Binder or baler twine     - 65751,8%,Free,15%,Free,,,2,00 - - Binder or baler twine     - 65751,True,315,text
5607.49,00 - - Other     - 65751,8%,Free,15%,Free,,,2,00 - - Other     - 65751,True,315,text
5607.50,00 - Of other synthetic fibres     - 65751,8%,Free,15%,Free,,,2,00 - Of other synthetic fibres     - 65751,True,315,text
5607.90,10 ---Of jute and other textile bast     - 65751,8%,Free,15%,Free,,,2,10 ---Of jute and other textile bast     - 65751,True,315,text
5607.90,90 ---Other     - 65751,8%,Free,15%,Free,,,2,90 ---Other     - 65751,True,315,text
56.08,"56.08 Knotted netting of twine, cordage",,,,,,,2,"56.08 Knotted netting of twine, cordage",False,315,text
5608.11,00 - - Made up fishing nets     - 65752,8%,Free,15%,Free,,,2,00 - - Made up fishing nets     - 65752,True,315,text
5608.19,00 - - Other     - 65752,8%,Free,15%,Free,,,2,00 - - Other     - 65752,True,315,text
5608.90,00 - Other     - 65752,8%,Free,15%,Free,,,2,00 - Other     - 65752,True,315,text
